value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
4.0,count,ai_implementation_count,professional_services,Figure 4 demonstrates how focus on growth nearly doubles as organizations report value from AI: 37% at the  realizing  stage prioritize growth compared to 20%,11,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.209993
37.0,percentage,ai_adoption_rate,professional_services,Figure 4 demonstrates how focus on growth nearly doubles as organizations report value from AI: 37% at the  realizing  stage prioritize growth compared to 20% in the  exploring  stage.,11,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.209994
37.0,count,ai_implementation_count,professional_services,Figure 4 demonstrates how focus on growth nearly doubles as organizations report value from AI: 37% at the  realizing  stage prioritize growth compared to 20% in the  exploring  stage.,11,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.209995
20.0,percentage,ai_adoption_rate,professional_services,e 4 demonstrates how focus on growth nearly doubles as organizations report value from AI: 37% at the  realizing  stage prioritize growth compared to 20% in the  exploring  stage.,11,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.209995
20.0,count,ai_implementation_count,professional_services,e 4 demonstrates how focus on growth nearly doubles as organizations report value from AI: 37% at the  realizing  stage prioritize growth compared to 20% in the  exploring  stage.,11,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.209996
3.0,count,ai_implementation_count,unknown,Figure 3: Percentage of organizations that report realizing value at each stage of AI readiness,11,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.209997
4.0,count,ai_implementation_count,unknown,Figure 4: Focus on growth increases as organizations realize value from AI,11,13,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.209998
12.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 2 Introduction Part 1 Driver 1: Business strategy 12,11,23,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.209999
5.0,count,ai_implementation_count,professional_services,"As shown in Figure 5, access to quality data is the first priority from the  exploring  to  implementing  stages, but it falls to second position as organizations progres",12,2,0.76,2024,pattern_matching,[],Figure,AI strategy.pdf,2025-07-24T17:20:01.209999
14.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 2 Introduction Part 1 Driver 2: Technology and data strategy 14,13,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210000
7.0,number,job_creation,unknown,"cus shifts to aligning AI models with use cases, as using the right tool for the right job can make or break the ability to realize value (see Figure 7).",15,1,0.7,2024,pattern_matching,[],Figure,AI strategy.pdf,2025-07-24T17:20:01.210001
16.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 2 Introduction Part 1 Driver 3: AI strategy and experience 16,15,23,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210002
1.0,percentage,ai_adoption_rate,education,"s of organizations at the  realizing  stage have clearly communicated their vision of, and commitment to, AI as critical to the business, compared to 1% at the  exploring  stage (see Figure 8).",16,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.210002
1.0,count,ai_implementation_count,education,"s of organizations at the  realizing  stage have clearly communicated their vision of, and commitment to, AI as critical to the business, compared to 1% at the  exploring  stage (see Figure 8).",16,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.210003
8.0,number,ai_implementation_count,education,"age have clearly communicated their vision of, and commitment to, AI as critical to the business, compared to 1% at the  exploring  stage (see Figure 8).",16,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.210004
8.0,count,ai_implementation_count,education,Figure 8: Percentage of organizations whose leadership clearly communicates vision and commitment to AI,16,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.210004
4.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 2 Introduction Part 1 Driver 4: Organization and culture 18,17,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210005
18.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 2 Introduction Part 1 Driver 4: Organization and culture 18,17,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210006
9.0,number,ai_implementation_count,professional_services,"The availability of AI subject-matter experts is the second organizational priority for all levels, as they contribute to institutional knowledge a",18,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210006
64.0,percentage,ai_adoption_rate,professional_services,"The survey shows that 64% of organizations in the  realizing  stage have appointed a chief AI officer, compared to 6% in the  exploring stage . Finally, a culture that values",18,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Finally,AI strategy.pdf,2025-07-24T17:20:01.210007
64.0,count,ai_implementation_count,professional_services,"The survey shows that 64% of organizations in the  realizing  stage have appointed a chief AI officer, compared to 6% in the  exploring stage . Finally, a culture that values",18,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Finally,AI strategy.pdf,2025-07-24T17:20:01.210008
6.0,percentage,ai_adoption_rate,professional_services,"The survey shows that 64% of organizations in the  realizing  stage have appointed a chief AI officer, compared to 6% in the  exploring stage . Finally, a culture that values agile decision-making and the scientific method is an important driver of success, as it cre",18,1,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Finally,AI strategy.pdf,2025-07-24T17:20:01.210009
6.0,count,ai_implementation_count,professional_services,"The survey shows that 64% of organizations in the  realizing  stage have appointed a chief AI officer, compared to 6% in the  exploring stage . Finally, a culture that values agile decision-making and the scientific method is an important driver of success, as it cr",18,1,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Finally,AI strategy.pdf,2025-07-24T17:20:01.210010
36.0,percentage,ai_adoption_rate,unknown,in the  realizing  stage 36%,18,4,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210010
9.0,percentage,ai_adoption_rate,unknown,in the  implementing  stage 9%,18,6,0.5599999999999999,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210011
6.0,percentage,ai_budget_percentage,unknown,in the  planning  stage 6%,18,7,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210012
19.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 2 Introduction Part 1 Driver 4: Organization and culture 19,18,28,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210013
49.0,percentage,ai_budget_percentage,retail_ecommerce,"On average, organizations reported the lowest AI readiness scores in AI governance (49% in the  exploring  and  planning  stages) compared to the other four drivers.",19,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210013
49.0,count,ai_implementation_count,retail_ecommerce,"On average, organizations reported the lowest AI readiness scores in AI governance (49% in the  exploring  and  planning  stages) compared to the other four drivers.",19,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210014
26.0,percentage,ai_adoption_rate,unknown,"It is possible that these numbers may change as the regulatory landscape evolves. Nevertheless, AI governance compris",19,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Nevertheless,AI strategy.pdf,2025-07-24T17:20:01.210015
26.0,number,ai_implementation_count,unknown,"It is possible that these numbers may change as the regulatory landscape evolves. Nevertheless, AI governance compri",19,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Nevertheless,AI strategy.pdf,2025-07-24T17:20:01.210015
22.0,percentage,ai_adoption_rate,unknown,"It is possible that these numbers may change as the regulatory landscape evolves. Nevertheless, AI governance comprising security, data privacy, an",19,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Nevertheless,AI strategy.pdf,2025-07-24T17:20:01.210016
22.0,number,ai_implementation_count,unknown,"It is possible that these numbers may change as the regulatory landscape evolves. Nevertheless, AI governance comprising security, data privacy, a",19,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Nevertheless,AI strategy.pdf,2025-07-24T17:20:01.210017
10.0,number,ai_implementation_count,unknown,ns can most effectively increase their AI readiness by focusing on processes and controls for transparency and explainability of AI tools (see Figure 10).,19,5,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Figure,AI strategy.pdf,2025-07-24T17:20:01.210018
3.0,percentage,ai_adoption_rate,unknown,3% Seeing significant,22,12,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Seeing,AI strategy.pdf,2025-07-24T17:20:01.210018
12.0,percentage,ai_adoption_rate,unknown,12% Seeing significant,22,23,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Seeing,AI strategy.pdf,2025-07-24T17:20:01.210019
23.0,percentage,ai_adoption_rate,unknown,23% Seeing significant,22,34,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Seeing,AI strategy.pdf,2025-07-24T17:20:01.210020
23.0,number,ai_implementation_count,unknown,23% Seeing significant,22,34,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Seeing,AI strategy.pdf,2025-07-24T17:20:01.210020
96.0,percentage,ai_adoption_rate,unknown,96% Seeing significant,22,55,0.3584,2024,pattern_matching,"['Missing required context keywords', 'Outlier compared to other adoption rates']",Seeing,AI strategy.pdf,2025-07-24T17:20:01.210021
96.0,number,ai_implementation_count,unknown,96% Seeing significant,22,55,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Seeing,AI strategy.pdf,2025-07-24T17:20:01.210022
1224.0,number,ai_implementation_count,unknown,"The charts on the following pages use standard competition ranking (also known as  1224  ranking, as used in sports such as golf), to assign the priority of each opportunity.",23,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210022
24.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 1 Introduction Part 2 Guidance for leaders at every stage 24,23,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210023
25.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 1 Introduction Part 2 25,24,46,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210024
27.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 1 Introduction Part 2 27,26,42,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210024
11.0,number,ai_implementation_count,professional_services,,29,2,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210025
30.0,number,ai_implementation_count,unknown,Conclusion Part 3 Part 1 Introduction Part 2 Guidance for leaders at every stage 30,29,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210026
31.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 31,30,5,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210027
32.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 32,31,5,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210027
1300.0,number,ai_implementation_count,professional_services,"While cloud adoption correlates with AI readiness, we also see other indications of momentum. On average, 20%",32,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],While,AI strategy.pdf,2025-07-24T17:20:01.210028
61.0,percentage,ai_adoption_rate,unknown,"ancial services leads in AI spend per month while also deploying AI across a wider variety of department, led by data and analytics departments where 61% are deploying AI.",32,2,0.7,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210029
61.0,number,ai_implementation_count,unknown,"ancial services leads in AI spend per month while also deploying AI across a wider variety of department, led by data and analytics departments where 61% are deploying AI.",32,2,0.7,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210029
7.0,percentage,ai_adoption_rate,unknown,"However, only 7% of organizations in the financial services industry report consistently high ROI from AI projects.",32,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],However,AI strategy.pdf,2025-07-24T17:20:01.210030
7.0,count,ai_implementation_count,unknown,"However, only 7% of organizations in the financial services industry report consistently high ROI from AI projects.",32,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],However,AI strategy.pdf,2025-07-24T17:20:01.210031
18.0,percentage,ai_adoption_rate,unknown,"Despite being one of the sectors with the highest average monthly AI spend, the per",32,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Despite,AI strategy.pdf,2025-07-24T17:20:01.210031
20.0,percentage,ai_adoption_rate,unknown,"Despite being one of the sectors with the highest average monthly AI spend, the percentage of healthcare organizations in the  Rea",32,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Despite,AI strategy.pdf,2025-07-24T17:20:01.210032
20.0,count,ai_implementation_count,unknown,"Despite being one of the sectors with the highest average monthly AI spend, the percentage of healthcare organizations in the  Re",32,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Despite,AI strategy.pdf,2025-07-24T17:20:01.210033
5.0,percentage,ai_adoption_rate,unknown,"Despite being one of the sectors with the highest average monthly AI spend, the percentage of healthcare organizations in the  Realizing  stage (5%) is",32,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Despite,AI strategy.pdf,2025-07-24T17:20:01.210034
5.0,count,ai_implementation_count,unknown,"Despite being one of the sectors with the highest average monthly AI spend, the percentage of healthcare organizations in the  Realizing  stage (5%) is",32,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Despite,AI strategy.pdf,2025-07-24T17:20:01.210034
28.0,percentage,ai_adoption_rate,unknown,"The sector also outperforms the industry average, with 8% reporting consistently high ROI from AI project",32,5,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210035
28.0,number,ai_implementation_count,unknown,"The sector also outperforms the industry average, with 8% reporting consistently high ROI from AI projec",32,5,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210036
8.0,percentage,ai_adoption_rate,unknown,"The sector also outperforms the industry average, with 8% reporting consistently high ROI from AI projects. These figures highlight the significant value gained from integrating AI into manufacturing process",32,5,0.616,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210036
8.0,number,ai_implementation_count,unknown,"The sector also outperforms the industry average, with 8% reporting consistently high ROI from AI projects. These figures highlight the significant value gained from integrating AI into manufacturing proces",32,5,0.616,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210037
21.0,percentage,ai_adoption_rate,unknown,"21% of retailers have a chief AI officer, and a quarter of retailers are cloud first, showcasing their leading position in developing solutions for custo",32,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210038
21.0,number,ai_implementation_count,unknown,"21% of retailers have a chief AI officer, and a quarter of retailers are cloud first, showcasing their leading position in developing solutions for cust",32,6,0.7,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210039
33.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 Insights and use cases unique to your industry 33,32,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210039
34.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 34,33,47,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210040
40.0,percentage,productivity_improvement,transportation_logistics,"On average, 40% of companies are in the earliest ( exploring  and  planning ) stages of readiness, while 25% are in the most advanced stages ( scaling  and  realizin",34,47,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210041
40.0,count,ai_implementation_count,transportation_logistics,"On average, 40% of companies are in the earliest ( exploring  and  planning ) stages of readiness, while 25% are in the most advanced stages ( scaling  and  realizi",34,47,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210041
25.0,percentage,productivity_improvement,transportation_logistics,"On average, 40% of companies are in the earliest ( exploring  and  planning ) stages of readiness, while 25% are in the most advanced stages ( scaling  and  realizing ).",34,47,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210042
25.0,count,ai_implementation_count,transportation_logistics,"On average, 40% of companies are in the earliest ( exploring  and  planning ) stages of readiness, while 25% are in the most advanced stages ( scaling  and  realizing ).",34,47,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210043
35.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 35,34,50,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210043
36.0,number,ai_implementation_count,unknown,Industry profile: Financial services Conclusion Part 2 Part 1 Introduction Part 3 36,35,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Industry,AI strategy.pdf,2025-07-24T17:20:01.210044
58.0,percentage,ai_adoption_rate,unknown,Cross-industry average: 58%,36,6,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210045
58.0,number,ai_implementation_count,unknown,Cross-industry average: 58%,36,6,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210046
59.0,percentage,ai_adoption_rate,unknown,Cross-industry average: 59%,36,9,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210046
59.0,number,ai_implementation_count,unknown,Cross-industry average: 59%,36,9,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210047
46.0,percentage,ai_adoption_rate,unknown,Cross-industry average: 46%,36,15,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210048
46.0,number,ai_implementation_count,unknown,Cross-industry average: 46%,36,15,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210048
69.0,percentage,ai_adoption_rate,unknown,Cross-industry average: 69%,36,18,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210049
69.0,number,ai_implementation_count,unknown,Cross-industry average: 69%,36,18,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210050
37.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 37,36,28,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210050
40.0,percentage,ai_adoption_rate,unknown,"The financial services sector is advancing more rapidly than other industries in terms of AI readiness, with 40% of organizations in the  implementing  stage.",37,3,0.7,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210051
40.0,count,ai_implementation_count,unknown,"The financial services sector is advancing more rapidly than other industries in terms of AI readiness, with 40% of organizations in the  implementing  stage.",37,3,0.7,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210052
58.0,percentage,ai_adoption_rate,education,"The finance sector is more proactive in enhancing AI implementation, as 58% allocate budgets for AI resources and projects, 54% provide AI-specific training to existing staff, and 52% create internal knowledge sharing initiat",37,4,0.8461538461538461,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210053
