value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date,metric_id
250.0,number,workforce_augmentation,transportation_logistics,"CD Database on ICT Access and Usage by Businesses reports that the share of enterprises using AI is about twice as high in enterprises with more than 250 employees than in enterprises with 50-249 employees (OECD, 2023 5 ).",69,7,0.8360000000000001,2024,pattern_matching,[],Database,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834664,5085
0.55,number,workforce_augmentation,transportation_logistics,"After AI adoption, text similarity between high- and low-skill workers begins increas- ing, from 0.55 to 0.61. Although this change may seem modest, it represents a substantial narrowing of language gaps, given that the average similarity of a high-sk",41,1,0.8360000000000001,2024,pattern_matching,[],After,Generative AI at Work.pdf,2025-07-24T17:20:18.575019,7751
0.0,number,workforce_augmentation,transportation_logistics,"After AI adoption, text similarity between high- and low-skill workers begins increas- ing, from 0.55 to 0.61. Although this change may seem modest, it represents a substantial narrowing of language gaps, given that the average similarity of a high",41,1,0.8360000000000001,2024,pattern_matching,[],After,Generative AI at Work.pdf,2025-07-24T17:20:18.575020,7752
158.0,number,job_creation,transportation_logistics,s 147 Profiles 387 Publications 108 Patents 175 Contracts 100 HPC 158 Job postings 387 Firm AI use 387 Firm data readiness 359 Firm cloud readiness 359 Local occupational exposure 381 Startups 245 VC funding 197 Detaile,57,8,0.8360000000000001,2024,pattern_matching,[],Profiles,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576997,10774
387.0,number,job_creation,transportation_logistics,s 147 Profiles 387 Publications 108 Patents 175 Contracts 100 HPC 158 Job postings 387 Firm AI use 387 Firm data readiness 359 Firm cloud readiness 359 Local occupational exposure 381 Startups 245 VC funding 197 Detailed methodology,57,8,0.8360000000000001,2024,pattern_matching,[],Profiles,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576998,10775
359.0,number,job_creation,transportation_logistics,s 147 Profiles 387 Publications 108 Patents 175 Contracts 100 HPC 158 Job postings 387 Firm AI use 387 Firm data readiness 359 Firm cloud readiness 359 Local occupational exposure 381 Startups 245 VC funding 197 Detailed methodology,57,8,0.8360000000000001,2024,pattern_matching,[],Profiles,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576998,10776
381.0,number,job_creation,transportation_logistics,s 108 Patents 175 Contracts 100 HPC 158 Job postings 387 Firm AI use 387 Firm data readiness 359 Firm cloud readiness 359 Local occupational exposure 381 Startups 245 VC funding 197 Detailed methodology,57,8,0.8360000000000001,2024,pattern_matching,[],Patents,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576999,10777
1.0,number,ai_implementation_count,transportation_logistics,"ount for exposure when deploying the technology via complementary tools and applications necessitates additional investment, and (iii) 𝜁, the sum of E1 and E2, an upper bound of exposure that provides an assessment of maximal exposure to an LLLM and LLM-powered software.",11,10,0.8360000000000001,2024,pattern_matching,[],,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707537,11482
2.0,number,ai_implementation_count,transportation_logistics,"r exposure when deploying the technology via complementary tools and applications necessitates additional investment, and (iii) 𝜁, the sum of E1 and E2, an upper bound of exposure that provides an assessment of maximal exposure to an LLLM and LLM-powered software.",11,10,0.8360000000000001,2024,pattern_matching,[],,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707538,11483
41.0,count,ai_implementation_count,transportation_logistics,"seasoned,   skilled,  or  starters , based on their number of AI production deployments undertaken   Deloitte found, in a December 2020 survey, that 41% of  seasoned  companies, 47% of  skilled  companies, and 58% of  starter  companies were experiencing  moderate to major  skills gaps in AI (Jarvis,",60,8,0.8360000000000001,2024,pattern_matching,[],Deloitte,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834601,4998
47.0,percentage,ai_adoption_rate,transportation_logistics,"arters , based on their number of AI production deployments undertaken   Deloitte found, in a December 2020 survey, that 41% of  seasoned  companies, 47% of  skilled  companies, and 58% of  starter  companies were experiencing  moderate to major  skills gaps in AI (Jarvis, 2020 28 ).",60,8,0.8360000000000001,2024,pattern_matching,[],Deloitte,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834601,4999
47.0,count,ai_implementation_count,transportation_logistics,"arters , based on their number of AI production deployments undertaken   Deloitte found, in a December 2020 survey, that 41% of  seasoned  companies, 47% of  skilled  companies, and 58% of  starter  companies were experiencing  moderate to major  skills gaps in AI (Jarvis, 2020 28 ).",60,8,0.8360000000000001,2024,pattern_matching,[],Deloitte,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834602,5000
58.0,percentage,ai_adoption_rate,transportation_logistics,"f AI production deployments undertaken   Deloitte found, in a December 2020 survey, that 41% of  seasoned  companies, 47% of  skilled  companies, and 58% of  starter  companies were experiencing  moderate to major  skills gaps in AI (Jarvis, 2020 28 ).",60,8,0.8360000000000001,2024,pattern_matching,[],Deloitte,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834603,5001
58.0,count,ai_implementation_count,transportation_logistics,"f AI production deployments undertaken   Deloitte found, in a December 2020 survey, that 41% of  seasoned  companies, 47% of  skilled  companies, and 58% of  starter  companies were experiencing  moderate to major  skills gaps in AI (Jarvis, 2020 28 ).",60,8,0.8360000000000001,2024,pattern_matching,[],Deloitte,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834604,5002
2.5,number,workforce_augmentation,transportation_logistics,"In contrast, workers who alwa ys ha ve access to AI assistance (short-dashed red line) increase their productivity to 2.5 RPH after only two months and continue to improve until they are resolving more than 3 CPH after ﬁve months of tenure.",27,1,0.8360000000000001,2024,pattern_matching,[],,Generative AI at Work.pdf,2025-07-24T17:20:18.574946,7656
3.0,number,workforce_augmentation,transportation_logistics,5 RPH after only two months and continue to improve until they are resolving more than 3 CPH after ﬁve months of tenure. Comparing just these two groups suggests that access to AI recommendations helps workers move more quickly down the e,27,1,0.8360000000000001,2024,pattern_matching,[],Comparing,Generative AI at Work.pdf,2025-07-24T17:20:18.574947,7657
100.0,number,job_creation,transportation_logistics,s 147 Profiles 387 Publications 108 Patents 175 Contracts 100 HPC 158 Job postings 387 Firm AI use 387 Firm data readiness 359 Firm cloud readiness 359 Local occupational exposure 381 Startups 245 VC funding 197,57,8,0.8360000000000001,2024,pattern_matching,[],Profiles,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576996,10773
1080.0,number,ai_implementation_count,transportation_logistics,"Dec 12, 2024 Sora Text-to- video OpenAI OpenAI s highly anticipated video generation model can create videos up to 20 seconds long at 1080p resolution for ChatGPT Pro users (and five seconds at 720p for ChatGPT Plus users).",93,4,0.8360000000000001,2024,pattern_matching,[],Sora Text,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379019,8678
20.0,number,ai_implementation_count,transportation_logistics,"Dec 12, 2024 Sora Text-to- video OpenAI OpenAI s highly anticipated video generation model can create videos up to 20 seconds long at 1080p resolution for ChatGPT Pro users (and five seconds at 720p for ChatGPT Plus users).",93,4,0.8360000000000001,2024,pattern_matching,[],Sora Text,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379019,8677
2020.0,count,ai_implementation_count,transportation_logistics,"to three groups    seasoned,   skilled,  or  starters , based on their number of AI production deployments undertaken   Deloitte found, in a December 2020 survey, that 41% of  seasoned  companies, 47% of  skilled  companies, and 58% of  starter  companies were experiencing  moderate to major  skills gap",60,8,0.8360000000000001,2024,pattern_matching,[],Deloitte,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834599,4996
41.0,percentage,ai_adoption_rate,transportation_logistics,"seasoned,   skilled,  or  starters , based on their number of AI production deployments undertaken   Deloitte found, in a December 2020 survey, that 41% of  seasoned  companies, 47% of  skilled  companies, and 58% of  starter  companies were experiencing  moderate to major  skills gaps in AI (Jarvis,",60,8,0.8360000000000001,2024,pattern_matching,[],Deloitte,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834600,4997
5.0,number,workforce_augmentation,transportation_logistics,"These workers ini- tially improve at the same rate as never-treated workers, but af- ter gaining AI access in month 5, their productivity begins to in- crease more rapidly, following the same trajectory as the always- treated agents.",27,1,0.8360000000000001,2024,pattern_matching,[],,Generative AI at Work.pdf,2025-07-24T17:20:18.574947,7658
50.0,percentage,time_savings,transportation_logistics,The initially most compliant agents continue to comply at the same rates (just above 50%). The initially least compliant agents increase their compliance over time: those in the bottom tercile initially follow recommendations less than 20,30,2,0.8360000000000001,2024,pattern_matching,[],,Generative AI at Work.pdf,2025-07-24T17:20:18.574961,7676
20.0,percentage,time_savings,transportation_logistics,"The initially least compliant agents increase their compliance over time: those in the bottom tercile initially follow recommendations less than 20% of the time, but by month ﬁve their compliance rates have increased by over 50%.",30,2,0.8360000000000001,2024,pattern_matching,[],,Generative AI at Work.pdf,2025-07-24T17:20:18.574962,7678
50.0,percentage,cost_reduction,transportation_logistics,"Government funding is matched by contributions from the private sector, with Scale AI reimbursing up to 50% of expenses for approved projects (of which there are about 30 per year).",106,4,0.7964615384615384,2024,pattern_matching,[],Government,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834873,5365
20.0,number,job_displacement,transportation_logistics,"20 Scale AI provides grants for industry-led projects21 in demand forecasting, automated in-plant logistics and real-time data integration. Government f",106,4,0.7964615384615384,2024,pattern_matching,[],Scale,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834872,5363
1.0,number,ai_implementation_count,transportation_logistics,"In its mission statement, it pledges to support: 1) investments in developing AI applications across supply chains  2) the commercialisation of AI- powered solutions  3) the AI start-up ecosystem  4)",106,4,0.7964615384615384,2024,pattern_matching,[],,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834868,5358
8.0,number,net_employment_change,transportation_logistics,"To tackle these challenges, this study aims to address these challenges by leveraging advanced machine learning models and Bayesian Network Analysi",1,1,0.7779999999999999,2024,pattern_matching,[],Bayesian Network Analysi,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.815790,3556
233.0,number,net_employment_change,transportation_logistics,"While the sample size of 233 responses provides a solid basis for statistical analysis, it may not fully represent the broader workforce. Certain industries or employee groups mi",24,3,0.7779999999999999,2024,pattern_matching,[],While,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.816118,3934
2.0,number,net_employment_change,transportation_logistics,with positive productivity effects at the firm level not necessarily translating into negative employment effects at the aggregate level (Hypothesis 2).,1,1,0.7779999999999999,2024,pattern_matching,[],Hypothesis,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.815792,3558
233.0,number,workforce_augmentation,transportation_logistics,"First, it utilizes a unique dataset derived from a survey of 233 employees across various industries, providing valuable empirical insights into the ways AI tools impact productivity.",1,1,0.7779999999999999,2024,pattern_matching,[],First,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.815797,3564
3.0,number,workforce_augmentation,transportation_logistics,"that the benefits of AI integration are moderated by factors such as AI complexity, areas of AI utilization, and employee characteristics (Hypothesis 3).",1,1,0.7779999999999999,2024,pattern_matching,[],Hypothesis,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.815794,3561
4.0,number,net_employment_change,transportation_logistics,"arch indicating that AI can complement human labor, leading to new job creation and task augmentation rather than straightforward job displacement  3,4 .",1,1,0.7779999999999999,2024,pattern_matching,[],,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.815794,3560
3.0,number,net_employment_change,transportation_logistics,"search indicating that AI can complement human labor, leading to new job creation and task augmentation rather than straightforward job displacement  3,4 .",1,1,0.7779999999999999,2024,pattern_matching,[],,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.815793,3559
23.0,number,net_employment_change,transportation_logistics,"It is part of Manufacturing USA,23 a network of regional institutes with diverse technological focuses. MxD has invested over USD 120 million (US dollars) (about EUR 120 million  euros",106,5,0.7692307692307692,2024,pattern_matching,[],Manufacturing,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834875,5368
37.0,percentage,workforce_augmentation,transportation_logistics,More senior workers are initially less likely to follow AI recommendations: 30% for those with more than a year of tenure compared with 37% for those with less than three months of tenure.,30,2,0.76,2024,pattern_matching,[],More,Generative AI at Work.pdf,2025-07-24T17:20:18.574965,7682
37.0,number,workforce_augmentation,transportation_logistics,More senior workers are initially less likely to follow AI recommendations: 30% for those with more than a year of tenure compared with 37% for those with less than three months of tenure.,30,2,0.76,2024,pattern_matching,[],More,Generative AI at Work.pdf,2025-07-24T17:20:18.574966,7683
30.0,number,workforce_augmentation,transportation_logistics,More senior workers are initially less likely to follow AI recommendations: 30% for those with more than a year of tenure compared with 37% for those with less than three months of tenure.,30,2,0.76,2024,pattern_matching,[],More,Generative AI at Work.pdf,2025-07-24T17:20:18.574965,7681
76.0,percentage,time_savings,transportation_logistics,Companies are reinvesting these time savings into cu,6,1,0.76,2024,pattern_matching,[],Companies,ai-and-the-global-economy.pdf,2025-07-24T17:20:01.448597,1307
720.0,number,ai_implementation_count,transportation_logistics,AI s highly anticipated video generation model can create videos up to 20 seconds long at 1080p resolution for ChatGPT Pro users (and five seconds at 720p for ChatGPT Plus users).,93,4,0.76,2024,pattern_matching,[],Plus,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379020,8679
12.0,number,ai_implementation_count,transportation_logistics,"Dec 12, 2024 Sora Text-to- video OpenAI OpenAI s highly anticipated video generation model can create videos up to 20 seconds long at 1080p resolution for C",93,4,0.76,2024,pattern_matching,[],Sora Text,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379017,8675
2024.0,number,ai_implementation_count,transportation_logistics,"Dec 12, 2024 Sora Text-to- video OpenAI OpenAI s highly anticipated video generation model can create videos up to 20 seconds long at 1080p resolution for ChatGPT",93,4,0.76,2024,pattern_matching,[],Sora Text,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379018,8676
58.0,percentage,time_savings,transportation_logistics,"However, 58% of business leaders say they struggle finding the time or resources to provide upskilling opportunities to their employees.",13,2,0.76,2024,pattern_matching,[],However,ai-and-the-global-economy.pdf,2025-07-24T17:20:01.448671,1409
58.0,number,workforce_augmentation,transportation_logistics,"However, 58% of business leaders say they struggle finding the time or resources to provide upskilling opportunities to their employees.",13,2,0.76,2024,pattern_matching,[],However,ai-and-the-global-economy.pdf,2025-07-24T17:20:01.448672,1410
82.0,percentage,job_creation,transportation_logistics,"Together, these rising clusters generate 82% of the nation s AI job postings. Likewise, these locations aggregate sizable portions of the AI sector s necessary inputs: 68% of the country s compu",35,5,0.76,2024,pattern_matching,[],Together,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576880,10598
40.0,number,workforce_augmentation,transportation_logistics,"The questions are often com- plex and support sessions average 40 minutes, with the major- ity of the chat spent trying to diagnose the underlying technical problem.",10,3,0.76,2024,pattern_matching,[],,Generative AI at Work.pdf,2025-07-24T17:20:18.574813,7483
55.0,number,workforce_augmentation,transportation_logistics,"55. This similarity remains stable over time, sug- gesting that there are no divergent trends between skill groups that do not have access to AI assista",41,1,0.76,2024,pattern_matching,[],,Generative AI at Work.pdf,2025-07-24T17:20:18.575018,7750
1.0,number,ai_implementation_count,transportation_logistics,"to treatment groups, Table 1 reports balance tests for the three waves, showing no systematic",14,20,0.76,2024,pattern_matching,[],Table,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247899,2983
35.0,number,workforce_augmentation,transportation_logistics,"To delve into this question, we disaggregate experienced workers into three age groups   35-44, 45-54 and 55-64   and plot them against trend labor productivity growth in Figure 11.",11,4,0.76,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670951,11323
44.0,number,workforce_augmentation,transportation_logistics,"To delve into this question, we disaggregate experienced workers into three age groups   35-44, 45-54 and 55-64   and plot them against trend labor productivity growth in Figure 11.",11,4,0.76,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670952,11324
45.0,number,workforce_augmentation,transportation_logistics,"To delve into this question, we disaggregate experienced workers into three age groups   35-44, 45-54 and 55-64   and plot them against trend labor productivity growth in Figure 11.",11,4,0.76,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670953,11325
54.0,number,workforce_augmentation,transportation_logistics,"To delve into this question, we disaggregate experienced workers into three age groups   35-44, 45-54 and 55-64   and plot them against trend labor productivity growth in Figure 11.",11,4,0.76,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670954,11326
55.0,number,workforce_augmentation,transportation_logistics,"To delve into this question, we disaggregate experienced workers into three age groups   35-44, 45-54 and 55-64   and plot them against trend labor productivity growth in Figure 11.",11,4,0.76,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670954,11327
64.0,number,workforce_augmentation,transportation_logistics,"To delve into this question, we disaggregate experienced workers into three age groups   35-44, 45-54 and 55-64   and plot them against trend labor productivity growth in Figure 11.",11,4,0.76,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670955,11328
11.0,number,workforce_augmentation,transportation_logistics,"we disaggregate experienced workers into three age groups   35-44, 45-54 and 55-64   and plot them against trend labor productivity growth in Figure 11.",11,4,0.76,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670956,11329
250.0,number,net_employment_change,transportation_logistics,"The remaining small metro areas with populations below 250,000 and average employment of 64,000 workers supported just about 5% of the nation s AI job postings in 2025.",33,8,0.76,2025,pattern_matching,[],,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576855,10562
0.0,number,net_employment_change,transportation_logistics,"The remaining small metro areas with populations below 250,000 and average employment of 64,000 workers supported just about 5% of the nation s AI job postings in 2025.",33,8,0.76,2025,pattern_matching,[],,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576855,10563
64.0,number,net_employment_change,transportation_logistics,"The remaining small metro areas with populations below 250,000 and average employment of 64,000 workers supported just about 5% of the nation s AI job postings in 2025.",33,8,0.76,2025,pattern_matching,[],,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576856,10564
71.0,number,workforce_augmentation,transportation_logistics,"For instance, the premise of Digital Catapult s Machine Intelligence Garage,71 mentioned earlier, is to provide access to computational resources to assist early-stage AI start-ups.",111,7,0.76,2024,pattern_matching,[],Digital Catapult,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834948,5468
85.0,percentage,time_savings,transportation_logistics,1% of AI-focused VC small shares given that around 85% of VC concentrates in just 30 metro areas. The national density of AI startups and VC funding deals is about four times that of this group.,32,3,0.76,2024,pattern_matching,[],,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576832,10530
5.0,percentage,net_employment_change,transportation_logistics,"The remaining small metro areas with populations below 250,000 and average employment of 64,000 workers supported just about 5% of the nation s AI job postings in 2025.",33,8,0.76,2025,pattern_matching,[],,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576858,10566
197.0,number,job_creation,transportation_logistics,100 HPC 158 Job postings 387 Firm AI use 387 Firm data readiness 359 Firm cloud readiness 359 Local occupational exposure 381 Startups 245 VC funding 197 Detailed methodology,57,8,0.76,2024,pattern_matching,[],Firm,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.577000,10779
8.0,number,workforce_augmentation,transportation_logistics,"Never- treated workers (long-dashed blue line  color version available on- line) slowly improve their productivity with experience, reaching app",27,1,0.76,2024,pattern_matching,[],Never,Generative AI at Work.pdf,2025-07-24T17:20:18.574945,7654
147.0,number,job_creation,transportation_logistics,s 147 Profiles 387 Publications 108 Patents 175 Contracts 100 HPC 158 Job postings 387 Firm AI use 387 Firm data readiness 359 Firm cloud readiness 359 Loc,57,8,0.76,2024,pattern_matching,[],Profiles,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576994,10770
108.0,number,job_creation,transportation_logistics,s 147 Profiles 387 Publications 108 Patents 175 Contracts 100 HPC 158 Job postings 387 Firm AI use 387 Firm data readiness 359 Firm cloud readiness 359 Local occupational exposure 381 S,57,8,0.76,2024,pattern_matching,[],Profiles,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576995,10771
5.0,number,ai_implementation_count,transportation_logistics,"5 E2, where the 0.5 weight on E2 is intended to account for exposure when deploying the technology via complementary tools and applications necessitate",11,10,0.76,2024,pattern_matching,[],,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707535,11480
0.5,number,ai_implementation_count,transportation_logistics,"5 E2, where the 0.5 weight on E2 is intended to account for exposure when deploying the technology via complementary tools and applications necessitates additional inves",11,10,0.76,2024,pattern_matching,[],,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707536,11481
67.0,number,workforce_augmentation,transportation_logistics,"67. The change is equivalent to half of a standard deviation of the average high- and low-worker textual similarity. Taken together, the patterns in Onl",41,1,0.76,2024,pattern_matching,[],Taken,Generative AI at Work.pdf,2025-07-24T17:20:18.575022,7755
82.0,number,job_creation,transportation_logistics,"Together, these rising clusters generate 82% of the nation s AI job postings. Likewise, these locations aggregate sizable portions of the AI sector s necessary inputs: 68% of the country s comp",35,5,0.76,2024,pattern_matching,[],Together,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576880,10599
37.0,number,ai_implementation_count,transportation_logistics,"or instance, while about 50% of smaller manufacturers find it hard to identify vendors of AI solutions tailored to their needs, this is true for only 37% of large enterprises in ICT.",84,10,0.76,2024,pattern_matching,[],,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834769,5228
5.0,number,net_employment_change,transportation_logistics,"In the O NET data- base, there are 5 Job Zones, with Job Zone 1 requiring the least amount of preparation (3 months) and Job Zone 5 requiring the most extensive amount of preparation, 4",21,20,0.76,2024,pattern_matching,[],Job Zones,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707642,11597
1.0,number,net_employment_change,transportation_logistics,"In the O NET data- base, there are 5 Job Zones, with Job Zone 1 requiring the least amount of preparation (3 months) and Job Zone 5 requiring the most extensive amount of preparation, 4 or more years.",21,20,0.76,2024,pattern_matching,[],Job Zones,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707643,11598
