value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date,metric_id
2019.0,number,ai_implementation_count,entertainment_media,"emis Hassabis, Chris Apps, and David Silver,  Grandmaster level in StarCraft II using multi-agent reinforcement learning,  Nature Volume 575, October 2019 https:  www.",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],Hassabis,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895861,1556
0.005,millions_usd,cost_reduction,entertainment_media,"org agenda 2021 08 cassie-the-bipedal-robot-runs-a-5k  17 https:  en.qxfoodom.com show-31-199.html 18 https:  response.jp article 2019 03 14 320121.html, https:  www.",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895880,1581
14.0,number,ai_implementation_count,entertainment_media,"com articles nature24270 14 David Silver, Thomas Hubert, Julian Schrittwieser, Ioannis Antonoglou, Matthew Lai, Arthur Guez, Marc Lanctot, Laurent Sifre, Dharshan Kumaran, Thore",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],David Silver,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895872,1571
8.0,number,ai_implementation_count,entertainment_media,"mil news-events 2020-08-07 12 https:  www.washingtonpost.com science 2019 07 11 ruthless-superhuman-poker-playing-computer-program-makes-elite-players-fold  13 David Silver,",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],David Silver,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895868,1565
1724.0,number,ai_implementation_count,entertainment_media,"com articles s41586-019-1724-z 10 Max Jaderberg, Wojciech M. Czarnecki, Iain Dunning, Luke Marris, Guy Lever, Antonio Garcia Castañeda, Charles Beattie, Neil C.",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],Max Jaderberg,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895863,1558
11.0,number,ai_implementation_count,entertainment_media,full 11 https:  www.darpa.mil news-events 2020-08-07 12 https:  www.washingtonpost.com science 2019 07 11 ruthless-superhuman-poker-playing-computer-program-,14,1,0.632,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895867,1564
12.0,number,ai_implementation_count,entertainment_media,"mil news-events 2020-08-07 12 https:  www.washingtonpost.com science 2019 07 11 ruthless-superhuman-poker-playing-computer-program-makes-elite-players-fold  13 David Silver, Julia",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],David Silver,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895869,1567
550.0,number,ai_implementation_count,entertainment_media,"n Hui, Laurent Sifre, George van den Driessche, Thore Graepel, and Demis Hassabis,  Mastering the game of Go without human knowledge,  Nature, Volume 550, October 2017 https:  www.",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],Laurent Sifre,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895870,1568
859.0,number,ai_implementation_count,entertainment_media,org content 364 6443 859.full 11 https:  www.darpa.mil news-events 2020-08-07 12 https:  www.washingtonpost.com science 2019 07 11 ruthless-superhuman-poker-playing-computer-,14,1,0.632,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895866,1563
31.0,number,ai_implementation_count,entertainment_media,"com show-31-199.html 18 https:  response.jp article 2019 03 14 320121.html, https:  www.youtube.com watch v P_zRwq9c8LY, https:  www.youtube.com watch v AI0l3ySn",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895884,1584
6443.0,number,ai_implementation_count,entertainment_media,org content 364 6443 859.full 11 https:  www.darpa.mil news-events 2020-08-07 12 https:  www.washingtonpost.com science 2019 07 11 ruthless-superhuman-poker-playing-compu,14,1,0.632,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895866,1562
7.0,number,ai_implementation_count,entertainment_media,"mil news-events 2020-08-07 12 https:  www.washingtonpost.com science 2019 07 11 ruthless-superhuman-poker-playing-computer-program-makes-elite-players-fold  13 David Silver, Ju",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],David Silver,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895869,1566
2017.0,number,ai_implementation_count,entertainment_media,"t Sifre, George van den Driessche, Thore Graepel, and Demis Hassabis,  Mastering the game of Go without human knowledge,  Nature, Volume 550, October 2017 https:  www.",14,1,0.632,2024,pattern_matching,['Missing required context keywords'],Sifre,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895871,1569
83.0,number,ai_implementation_count,entertainment_media,", Feng-hsiung Hsu,  Deep Blue,  Artificial Intelligence, Volume 134, Issues 1-2, Pages 57-83. 48 Alex G. Cunningham, Enric Galceran, Dhanvin Mehta, Gonzalo Ferrer, Ryan M.",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Feng,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895967,1694
47.0,number,ai_implementation_count,entertainment_media,"47 Murray Campbell, A. Joseph Hoane Jr., Feng-hsiung Hsu,  Deep Blue,  Artificial Intelligence, Volume 134, Issues 1-2, Pages 57-83. 48 Alex G. Cunningh",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Murray Campbell,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895964,1690
48.0,number,ai_implementation_count,entertainment_media,"48 Alex G. Cunningham, Enric Galceran, Dhanvin Mehta, Gonzalo Ferrer, Ryan M. Eustice and Edwin Olson,  MPDM: Multi-policy decision-making from autonomo",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Alex,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895968,1695
57.0,number,ai_implementation_count,entertainment_media,", Feng-hsiung Hsu,  Deep Blue,  Artificial Intelligence, Volume 134, Issues 1-2, Pages 57-83. 48 Alex G. Cunningham, Enric Galceran, Dhanvin Mehta, Gonzalo Ferrer, Ryan M.",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Feng,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895966,1693
134.0,number,ai_implementation_count,entertainment_media,", Feng-hsiung Hsu,  Deep Blue,  Artificial Intelligence, Volume 134, Issues 1-2, Pages 57-83. 48 Alex G. Cunningham, Enric Galceran, Dhanvin Mehta, Gonzalo Ferrer, Ryan M.",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Feng,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895965,1691
1.0,number,ai_implementation_count,entertainment_media,", Feng-hsiung Hsu,  Deep Blue,  Artificial Intelligence, Volume 134, Issues 1-2, Pages 57-83. 48 Alex G. Cunningham, Enric Galceran, Dhanvin Mehta, Gonzalo Ferrer, Ryan M.",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Feng,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895966,1692
42.0,number,ai_implementation_count,entertainment_media,"42 Zhe Zhao, Lichan Hong, Li Wei, Jilin Chen, Aniruddh Nath, Shawn Andrews, Aditee Kumthekar, Maheswaran Sathiamoorthy, Xinyang Yi, and Ed Chi,  Recomme",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Zhe Zhao,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895952,1675
1145.0,number,ai_implementation_count,entertainment_media,1145 3298689.3346997 43 https:  research.atspotify.com algorithmic-effects-on-the-diversity-of-consumption-on-spotify  44 https:  facctrec.github.io facct,17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895954,1678
43.0,number,ai_implementation_count,entertainment_media,3346997 43 https:  research.atspotify.com algorithmic-effects-on-the-diversity-of-consumption-on-spotify  44 https:  facctrec.github.io facctrec2020 program  45,17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895956,1680
45.0,number,ai_implementation_count,entertainment_media,"io facctrec2020 program  45 Raj Reddy,  Foundations and Grand Challenges of Artificial Intelligence,  1988 AAAI Presidential Address, https:  ojs.aaai.",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Raj Reddy,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895957,1682
1988.0,number,ai_implementation_count,entertainment_media,"io facctrec2020 program  45 Raj Reddy,  Foundations and Grand Challenges of Artificial Intelligence,  1988 AAAI Presidential Address, https:  ojs.aaai.",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Raj Reddy,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895959,1683
2009.033,number,ai_implementation_count,entertainment_media,"org abs 2009.03300v3  and Noam Kolt,  Predicting Consumer Contracts,  Berkeley Technology Law Journal, Vol. 37. 47 Murray Campbell, A. Joseph Hoane Jr.",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Noam Kolt,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895962,1687
3300.0,number,ai_implementation_count,entertainment_media,"03300v3  and Noam Kolt,  Predicting Consumer Contracts,  Berkeley Technology Law Journal, Vol. 37. 47 Murray Campbell, A. Joseph Hoane Jr., Feng-hsiung Hsu",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Noam Kolt,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895963,1688
37.0,number,ai_implementation_count,entertainment_media,"37. 47 Murray Campbell, A. Joseph Hoane Jr., Feng-hsiung Hsu,  Deep Blue,  Artificial Intelligence, Volume 134, Issues 1-2, Pages 57-83. 48 Alex G. Cunn",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Murray Campbell,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895963,1689
1708.05031,number,ai_implementation_count,entertainment_media,org abs 1708.05031v2  or the use of DNNs for YouTube recommendations https:  static.googleusercontent.com media research.google.com en  pubs archive 45530.,17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895949,1670
950.0,number,ai_implementation_count,entertainment_media,"php aimagazine article download 950 868 46 Arguably, the challenge is partially solved. For example, GPT-3 can answer many questions reasonably well, and some not at all, based on havin",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Arguably,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895960,1684
868.0,number,ai_implementation_count,entertainment_media,"php aimagazine article download 950 868 46 Arguably, the challenge is partially solved. For example, GPT-3 can answer many questions reasonably well, and some not at all, based on having tr",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Arguably,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895960,1685
46.0,number,ai_implementation_count,entertainment_media,"php aimagazine article download 950 868 46 Arguably, the challenge is partially solved. For example, GPT-3 can answer many questions reasonably well, and some not at all, based on having train",17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],Arguably,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895961,1686
49.0,number,ai_implementation_count,entertainment_media,pdf 49 https:  www.wired.com story google-assistant-can-now-translate-on-your-phone 50 There are automated proof checkers and some brute-force theorem prove,17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],There,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895969,1696
5031.0,number,ai_implementation_count,entertainment_media,05031v2  or the use of DNNs for YouTube recommendations https:  static.googleusercontent.com media research.google.com en  pubs archive 45530.pdf. 40 https,17,5,0.6272,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895949,1671
28.0,number,ai_implementation_count,entertainment_media,to pay $28 and $10 every month to get everyone from their social network off TikTok and,35,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,Acemoglu_Macroeconomics-of-AI_May-2024.pdf,2025-07-24T17:19:59.886833,193
10.0,number,ai_implementation_count,entertainment_media,to pay $28 and $10 every month to get everyone from their social network off TikTok and,35,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,Acemoglu_Macroeconomics-of-AI_May-2024.pdf,2025-07-24T17:19:59.886834,194
13.0,count,ai_implementation_count,entertainment_media,This suggests that while companies can profitably market,35,28,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,Acemoglu_Macroeconomics-of-AI_May-2024.pdf,2025-07-24T17:19:59.886835,195
3.0,number,ai_implementation_count,entertainment_media,"3%), likely reflecting the prevalence of marketing, writing, and other kinds of content generation in Claude.ai traffic.   Education occupations were a",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Claude,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192327,5893
10.3,number,ai_implementation_count,entertainment_media,"Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of marketing, writing, and other kinds of content generation in Claude.",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192327,5892
10.3,percentage,ai_adoption_rate,entertainment_media,"Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of marketing, writing, and other kinds of content generation in Claude.",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192326,5891
2.0,number,ai_implementation_count,entertainment_media,"2% of all queries.   Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of ma",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192325,5890
37.2,number,ai_implementation_count,entertainment_media,"2% of all queries.   Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of ma",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192324,5889
37.2,percentage,ai_adoption_rate,entertainment_media,"2% of all queries.   Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of mar",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192323,5888
7810.0,number,ai_implementation_count,entertainment_media,"07810v5  Maia Jacobs, Melanie F. Pradier, Thomas H. McCoy Jr., Roy H. Perlis, Finale Doshi-Velez, and Krzysztof Z. Gajos,  How machine-learning recommendat",47,7,0.584,2024,pattern_matching,['Missing required context keywords'],Maia Jacobs,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896462,2348
1802.0781,number,ai_implementation_count,entertainment_media,"org abs 1802.07810v5  Maia Jacobs, Melanie F. Pradier, Thomas H. McCoy Jr., Roy H. Perlis, Finale Doshi-Velez, and Krzysztof Z. Gajos,  How machine-learning recommendat",47,7,0.584,2024,pattern_matching,['Missing required context keywords'],Maia Jacobs,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896461,2347
205.0,number,ai_implementation_count,entertainment_media,"com articles s41398-021-01224-x 205 https:  techcrunch.com 2016 08 08 machine-learning-and-molecular-tinder-may-change-the-game-for-oled-screens  206 Xin Chen, Guannan Qu, Yujie Tang, S",47,7,0.584,2024,pattern_matching,['Missing required context keywords'],Xin Chen,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896467,2354
2016.0,number,ai_implementation_count,entertainment_media,"com 2016 08 08 machine-learning-and-molecular-tinder-may-change-the-game-for-oled-screens  206 Xin Chen, Guannan Qu, Yujie Tang, Steven Low, and Na Li,  Reinf",47,7,0.584,2024,pattern_matching,['Missing required context keywords'],Xin Chen,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896467,2355
