value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
1.0,number,ai_implementation_count,unknown,"In fact, for every $1 a company invests in generative AI, the ROI is 3.7x across industries.1",3,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI use case.pdf,2025-07-24T17:20:01.293828
3.7,number,ai_implementation_count,unknown,"In fact, for every $1 a company invests in generative AI, the ROI is 3.7x across industries.1",3,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI use case.pdf,2025-07-24T17:20:01.293829
3.0,number,ai_implementation_count,unknown,"In fact, for every $1 a company invests in generative AI, the ROI is 3.7x across industries.1",3,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI use case.pdf,2025-07-24T17:20:01.293830
7.0,number,ai_implementation_count,unknown,7x across industries.1,3,1,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,AI use case.pdf,2025-07-24T17:20:01.293831
365.0,number,workforce_augmentation,information_communication_technology,"That can include summarizing meetings, brainstorming ideas, or drafting and analyzing reports with an AI assistant like Microsoft 365 Copilot.",3,2,0.76,2024,pattern_matching,[],Microsoft,AI use case.pdf,2025-07-24T17:20:01.293832
24.0,count,ai_implementation_count,professional_services,"rmation, most organizations plan to expand beyond pre-built AI solutions to advanced, customized, or custom-built AI workloads and agents in the next 24 months.",3,5,0.76,2024,pattern_matching,[],,AI use case.pdf,2025-07-24T17:20:01.293833
4.0,number,job_creation,unknown,How businesses are creating impact with AI 4,3,15,0.5599999999999999,2024,pattern_matching,[],,AI use case.pdf,2025-07-24T17:20:01.293833
6.0,number,ai_implementation_count,unknown,AI across industries: Insights you can apply 6,5,15,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Insights,AI use case.pdf,2025-07-24T17:20:01.293834
50.0,number,workforce_augmentation,retail_ecommerce,"Walmart launched a new tool, giving its 50,000 non-store associates access to its new  My Assistant  app. The app has already made a big impact for associates, assisting with a range of tasks,",6,2,0.768,2024,pattern_matching,[],Walmart,AI use case.pdf,2025-07-24T17:20:01.293835
0.0,number,workforce_augmentation,retail_ecommerce,"Walmart launched a new tool, giving its 50,000 non-store associates access to its new  My Assistant  app. The app has already made a big impact for associates, assisting with a range of tasks, fro",6,2,0.768,2024,pattern_matching,[],Walmart,AI use case.pdf,2025-07-24T17:20:01.293836
56.0,percentage,time_savings,professional_services,"With clinicians spending an average of 56% less time documenting during encounters, they can now focus their attention on the patient in front of them, improving care delivery and alleviating",6,5,0.76,2024,pattern_matching,[],With,AI use case.pdf,2025-07-24T17:20:01.293837
56.0,number,ai_implementation_count,professional_services,"With clinicians spending an average of 56% less time documenting during encounters, they can now focus their attention on the patient in front of them, improving care delivery and alleviating",6,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],With,AI use case.pdf,2025-07-24T17:20:01.293838
8.0,number,ai_implementation_count,unknown,AI across industries: Insights you can apply 8,7,13,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Insights,AI use case.pdf,2025-07-24T17:20:01.293838
2.0,millions_usd,ai_investment_amount,information_communication_technology,The AI agent for customers now supports over 2 million text conversations and 1.5 million voice conversations every year.,8,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI use case.pdf,2025-07-24T17:20:01.293839
2.0,number,workforce_augmentation,information_communication_technology,The AI agent for customers now supports over 2 million text conversations and 1.5 million voice conversations every year.,8,0,0.76,2024,pattern_matching,[],,AI use case.pdf,2025-07-24T17:20:01.293840
1.0,number,workforce_augmentation,information_communication_technology,The AI agent for customers now supports over 2 million text conversations and 1.5 million voice conversations every year.,8,0,0.76,2024,pattern_matching,[],,AI use case.pdf,2025-07-24T17:20:01.293841
5.0,number,ai_implementation_count,information_communication_technology,5 million voice conversations every year.,8,0,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI use case.pdf,2025-07-24T17:20:01.293842
3.5,millions_usd,ai_investment_amount,information_communication_technology,5 million customer conversations,8,1,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI use case.pdf,2025-07-24T17:20:01.293843
3.5,number,ai_implementation_count,information_communication_technology,5 million customer conversations,8,1,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI use case.pdf,2025-07-24T17:20:01.293844
3.0,number,ai_implementation_count,information_communication_technology,5 million customer conversations,8,1,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI use case.pdf,2025-07-24T17:20:01.293844
9.0,number,ai_implementation_count,unknown,AI across industries: Insights you can apply 9,8,6,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Insights,AI use case.pdf,2025-07-24T17:20:01.293845
10.0,number,ai_implementation_count,unknown,AI across industries: Insights you can apply 10,9,12,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Insights,AI use case.pdf,2025-07-24T17:20:01.293846
365.0,number,ai_implementation_count,information_communication_technology,"Eaton helps power its finance processes, data access, and efficiency with Microsoft 365 Copilot",10,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Eaton,AI use case.pdf,2025-07-24T17:20:01.293847
365.0,number,job_creation,information_communication_technology,"Eaton adopted Microsoft 365 Copilot to automate the creation of 1,000 SOPs, streamline customer service operations, and improve data access.",10,4,0.76,2024,pattern_matching,[],Eaton,AI use case.pdf,2025-07-24T17:20:01.293847
1.0,number,job_creation,information_communication_technology,"Eaton adopted Microsoft 365 Copilot to automate the creation of 1,000 SOPs, streamline customer service operations, and improve data access.",10,4,0.76,2024,pattern_matching,[],Eaton,AI use case.pdf,2025-07-24T17:20:01.293848
0.0,number,job_creation,information_communication_technology,"Eaton adopted Microsoft 365 Copilot to automate the creation of 1,000 SOPs, streamline customer service operations, and improve data access.",10,4,0.76,2024,pattern_matching,[],Eaton,AI use case.pdf,2025-07-24T17:20:01.293849
11.0,number,ai_implementation_count,unknown,11 AI across industries: Insights you can apply,10,6,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Insights,AI use case.pdf,2025-07-24T17:20:01.293850
12.0,number,ai_implementation_count,unknown,AI across industries: Insights you can apply 12,11,10,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Insights,AI use case.pdf,2025-07-24T17:20:01.293851
13.0,number,ai_implementation_count,unknown,AI across industries: Insights you can apply 13,12,6,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Insights,AI use case.pdf,2025-07-24T17:20:01.293851
2025.0,number,ai_implementation_count,information_communication_technology,"Information and views expressed in this document, including URL and ot",13,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Information,AI use case.pdf,2025-07-24T17:20:01.293852
